Id,NAME,ADDRESS,CITY,STATE,ZIP,LAT,LON,PHONE,REVENUE,UTILIZATION
b79dcc97-2b5b-3aef-b819-f668a6102a64,Praxis Dr.med.Wolfgang Metz,Alemannenweg 5,Ladenburg,Baden-württemberg,68526,49.4778431,8.6093488,,29250.0,234
b2d1e34f-b4f9-33b6-bbb9-d508e1e05762,Werksärztliche Abteilung,,Mannheim,Baden-württemberg,68199,49.4706004,8.4741714,,86375.0,693
336d442d-7490-30f6-b7bc-3bb8eb63e845,Zentrums für Chirurgie und Orthopädie Mannheim | Worms,Mannheimer Straße 102,Mannheim,Baden-württemberg,68309,49.5056493,8.507538,,930125.0,7471
19a41eb8-d91f-3515-81cc-63923af0b64e,Diakoniekrankenhaus Mannheim,Speyerer Straße 91-93,Mannheim,Baden-württemberg,68199,49.4646903,8.4694934,+49 621 81020,99025.0,800
e017fedb-9e8d-3498-becf-471d7b69c82d,Frauenklinik/Ambulanz,,Mannheim,Baden-württemberg,68167,49.4931676,8.4870569,,9875.0,79
a9895b1b-0ad6-3783-aebc-192acbaf630c,Frauenklinik/Kreißsaal,,Mannheim,Baden-württemberg,68167,49.4934309,8.4860861,,53750.0,430
21597f49-2103-3948-8232-8f74466ad30d,Theresien-Krankenhaus,,Mannheim,Baden-württemberg,68161,49.4894971,8.4809103,,46450.0,377
e3abc7c9-8f53-3da1-b556-6274c49395a2,Universitätsmedizin Mannheim,Theodor-Kutzer-Ufer 1-3,Mannheim,Baden-württemberg,68161,49.4911923,8.4867339,+49 621 383 0,101200.0,816
7f55873a-278f-3300-b9c5-36a07e1bb60c,ZI-Klinik für abhängiges Verhalten,nan 13,Mannheim,Baden-württemberg,68161,49.4934698,8.468741,,6250.0,50
19b9c7a7-c7c9-3823-ab8d-8cd2be8a261d,Zentralinstitut für Seelische Gesundheit,,Mannheim,Baden-württemberg,68161,49.4926776,8.4680223,,375.0,3
3a76f4b6-7914-3667-9713-3c78d187026d,Zentralinstitut für Seelische Gesundheit,,Mannheim,Baden-württemberg,68161,49.4929288,8.4654366,,29375.0,235
97c45311-dbee-3255-9c71-c1ec2c8ffd81,Dr. Barbara Zielinska-Nolte,Mühlenstraße 14,Schwetzingen,Baden-württemberg,68723,49.3881422,8.5739203,,250.0,2
924ddcd3-25e2-3848-a4fa-13c2743aff83,Dr. Passon / Dr. Scharfenstein,Eichelbergstraße 10,Mannheim,Baden-württemberg,68199,49.4632193,8.4755795,,10625.0,85
f3d81098-c7ac-3f50-abe5-6178befbe108,Dr. med. Hera Bluhm,Am Hirschplatz 2,Heddesheim,Baden-württemberg,68542,49.5034727,8.60087,+49 6203 41731,1250.0,10
e32feb24-aff1-3010-a0a6-d6bd91422087,Praxis Dr.med.Wolfgang Metz,Alemannenweg 5,Ladenburg,Baden-württemberg,68526,49.4778431,8.6093488,,250.0,2
a78f3a2f-2055-39ed-adcf-ce66fa92815d,Werksärztliche Abteilung,,Mannheim,Baden-württemberg,68199,49.4706004,8.4741714,,2250.0,18
fc09e72a-4ca9-37b8-abfa-4af0b4d72fd7,Zentrums für Chirurgie und Orthopädie Mannheim | Worms,Mannheimer Straße 102,Mannheim,Baden-württemberg,68309,49.5056493,8.507538,,34625.0,277
