Id,NAME,ADDRESS,CITY,STATE,ZIP,LAT,LON,PHONE,REVENUE,UTILIZATION
bf1ceadc-1ac3-3276-ac00-170dba1b6df1,Praxisklinik Herford,Hansastraße 26,Herford,Nordrhein-westfalen,32052,52.1213795,8.6749739,,9050.0,82
ea45c45a-bf52-30de-a50a-cd363d3849d2,Prof. Dr. Gral,Hangbaumstraße 5a,Bünde,Nordrhein-westfalen,32257,52.1967538,8.5840144,,37950.0,382
3f8bff4c-8ae7-3539-84c8-d4cecd92f3fa,Ärtzehaus Teutoburger Str. 60,Teutoburger Straße 60,Bielefeld,Nordrhein-westfalen,33604,52.0157797,8.5429662,,43525.0,437
ebd24b3f-0873-34d6-b3fe-d4eeb51983ac,Evangelisches Klinikum Bethel (EvKB) - Haus Mosesberg - Klinik für Kinder- und Jugendpsychiatrie und Psychotherapie,Remterweg 13a,Bielefeld,Nordrhein-westfalen,33604,52.0081306,8.5322284,+49 521 772-76930,39000.0,312
6779819c-3ec6-384a-a4cf-0cfad93d9ed6,Frauenklinik Dr. Hartog,Kiskerstraße 15,Bielefeld,Nordrhein-westfalen,33604,52.023177,8.5214898,,840250.0,6746
1f9db4b2-ff3f-30ca-9243-18ba4bd03f51,Jabbok Haus 1-3,Karl-Siebold-Weg 44,Bielefeld,Nordrhein-westfalen,33604,52.0027825,8.5333355,,163000.0,1309
b0bd67cf-e687-3abb-b1e5-94eee379b025,Klinikum Bielefeld Mitte,Teutoburger Straße 50,Bielefeld,Nordrhein-westfalen,33604,52.0125062,8.5444956,+49 521 581-0,370750.0,2974
37e96239-8fda-3328-b5fa-2a63a5028c52,Klinikum Bielefeld Rosenhöhe,An der Rosenhöhe 27,,Nordrhein-westfalen,,51.9823113,8.530265,+49-521-943-50,664125.0,5340
0f2e2a4d-5cb6-3cc0-8d1d-dd245fcd8c55,Mathilden-Hospital,,Herford,Nordrhein-westfalen,32052,52.1125652,8.6756965,,122625.0,985
89eac1d2-599d-37ce-81fe-5d7ea810587f,Campus Gesundheit: Ärztehaus Oelmühlenstraße 30,Oelmühlenstraße 30,Bielefeld,Nordrhein-westfalen,33604,52.0156225,8.5449718,,953375.0,7652
e9a1780e-8e2d-3278-9b3e-4d5dbe623673,Crayen,Goldstraße 52,Oerlinghausen,Nordrhein-westfalen,33813,51.9711377,8.7047867,,20875.0,167
28ab1b1d-dda1-399e-927a-7b55b8a1e8a6,Kinderärztin Dr. med. Dagmar Müller,Gartnischer Weg 96,Halle (Westfalen),Nordrhein-westfalen,33790,52.0504699,8.3731296,,7000.0,56
d85d741f-e1e3-3fe5-9782-d64632216d02,Praxisgemeinschaft Avenwedde,Avenwedder Straße 50,Gütersloh,Nordrhein-westfalen,33335,51.9116094,8.4299436,,95500.0,765
1e4b00cc-5669-3e84-971c-acaf079d3e0d,Praxisklinik Herford,Hansastraße 26,Herford,Nordrhein-westfalen,32052,52.1213795,8.6749739,,7750.0,62
8157edc9-ed96-3932-ac77-1228f0fd9729,Prof. Dr. Gral,Hangbaumstraße 5a,Bünde,Nordrhein-westfalen,32257,52.1967538,8.5840144,,16625.0,133
446fdadd-ed4a-3ba5-a813-b2f0eb491fb3,Ärtzehaus Teutoburger Str. 60,Teutoburger Straße 60,Bielefeld,Nordrhein-westfalen,33604,52.0157797,8.5429662,,31000.0,248
ab39d881-2409-3c6d-83fe-aec769255cb0,Evangelisches Klinikum Bethel (EvKB) - Haus Mosesberg - Klinik für Kinder- und Jugendpsychiatrie und Psychotherapie,Remterweg 13a,Bielefeld,Nordrhein-westfalen,33604,52.0081306,8.5322284,+49 521 772-76930,50000.0,405
b89eccdb-7b1b-3d13-96cd-af098db6f898,Frauenklinik Dr. Hartog,Kiskerstraße 15,Bielefeld,Nordrhein-westfalen,33604,52.023177,8.5214898,,33250.0,266
7247564b-7a75-3710-a760-f02f101ed9aa,Jabbok Haus 1-3,Karl-Siebold-Weg 44,Bielefeld,Nordrhein-westfalen,33604,52.0027825,8.5333355,,6500.0,52
56735b31-1698-36c3-bada-b09ab6cdf2c3,Klinikum Bielefeld Mitte,Teutoburger Straße 50,Bielefeld,Nordrhein-westfalen,33604,52.0125062,8.5444956,+49 521 581-0,143500.0,1159
9772418b-9d8e-3473-ad0c-0233b76b88a7,Klinikum Bielefeld Rosenhöhe,An der Rosenhöhe 27,,Nordrhein-westfalen,,51.9823113,8.530265,+49-521-943-50,98325.0,797
dac4de64-2ba5-3c9c-9162-3fb73211393a,Klinikum Gütersloh,Reckenberger Straße 19,Gütersloh,Nordrhein-westfalen,33330,51.8979988,8.3829917,,5000.0,40
22d0cd51-adf8-3b72-b564-b41f73c3834a,Lukas-Krankenhaus,Hindenburgstraße 56,Bünde,Nordrhein-westfalen,32257,52.1975705,8.5935559,,2000.0,16
4b0d0f4e-fe4d-3866-9c49-52f1002f138e,Mathilden-Hospital,,Herford,Nordrhein-westfalen,32052,52.1125652,8.6756965,,4500.0,36
72216e9a-ac07-3121-8127-9f48461943e1,Campus Gesundheit: Ärztehaus Oelmühlenstraße 30,Oelmühlenstraße 30,Bielefeld,Nordrhein-westfalen,33604,52.0156225,8.5449718,,109500.0,876
b4231c87-f786-3a80-9038-ea4442a906ee,Crayen,Goldstraße 52,Oerlinghausen,Nordrhein-westfalen,33813,51.9711377,8.7047867,,1000.0,8
4f95f708-98eb-3ac1-94aa-bbb842e942df,Kinderärztin Dr. med. Dagmar Müller,Gartnischer Weg 96,Halle (Westfalen),Nordrhein-westfalen,33790,52.0504699,8.3731296,,250.0,2
3f893fb2-e7d1-30ba-a3f6-2126b64df5da,Praxisgemeinschaft Avenwedde,Avenwedder Straße 50,Gütersloh,Nordrhein-westfalen,33335,51.9116094,8.4299436,,56875.0,455
50024a67-c230-34e2-85e5-9323250275a1,Praxisklinik Herford,Hansastraße 26,Herford,Nordrhein-westfalen,32052,52.1213795,8.6749739,,125.0,1
9d32ab8d-be7c-3233-8894-b15938c9eb76,Prof. Dr. Gral,Hangbaumstraße 5a,Bünde,Nordrhein-westfalen,32257,52.1967538,8.5840144,,3875.0,31
be515e8b-b0f8-30a5-ace1-565f117e4145,Ärtzehaus Teutoburger Str. 60,Teutoburger Straße 60,Bielefeld,Nordrhein-westfalen,33604,52.0157797,8.5429662,,1125.0,9
